ETC Registers

Sl.no,Register Address,Value
1496,f5d7,0000
1497,f5d8,0000
1498,f5d9,0000
1499,f5da,0000
1500,f5db,0000
1501,f5dc,0000
1502,f5dd,0000
1503,f5de,0000
1504,f5df,0000
1505,f5e0,0000
1506,f5e1,0000
1507,f5e2,0000
1508,f5e3,0000
1509,f5e4,0000
1510,f5e5,0000
1511,f5e6,0000
1512,f5e7,0000
1513,f5e8,0000
1514,f5e9,0000
1515,f5ea,0000
1516,f5eb,0000
1517,f5ec,0000
1518,f5ed,0000
1519,f5ee,0000
1520,f5ef,0000
1521,f5f0,0000
1522,f5f1,0000
1523,f5f2,0000
1524,f5f3,0000
1525,f5f4,0000
1526,f5f5,0000
1527,f5f6,0000
1528,f5f7,0000
1529,f5f8,0000
1530,f5f9,0000
1531,f5fa,0000
1532,f5fb,0000
1533,f5fc,0000
1534,f5fd,0000
1535,f5fe,0000
1536,f5ff,0000
1537,f600,0000
1538,f601,0000
1539,f602,0000
1540,f603,0000
1541,f604,0000
1542,f605,0000
1543,f606,0000
1544,f607,0000
1545,f608,0000
1546,f609,0000
1547,f60a,0000
1548,f60b,0000
1549,f60c,0000
1550,f60d,0000
1551,f60e,0000
1552,f60f,0000
1553,f610,0000
1554,f611,0000
1555,f612,0000
1556,f613,0000
1557,f614,0000
1558,f615,0000
1559,f616,0000
1560,f617,0000
1561,f618,0000
1562,f619,0000
1563,f61a,0000
1564,f61b,0000
1565,f61c,0000
1566,f61d,0000
1567,f61e,0000
1568,f61f,0000
1569,f620,0000
1570,f621,0000
1571,f622,0000
1572,f623,0000
1573,f624,0000
1574,f625,0000
1575,f626,0000
1576,f627,0000
1577,f628,0000
1578,f629,0000
1579,f62a,0000
1580,f62b,0000
1581,f62c,0000
1582,f62d,0000
1583,f62e,0000
1584,f62f,0000
1585,f630,0000
1586,f631,0000
1587,f632,0000
1588,f633,0000
1589,f634,0000
1590,f635,0000
1591,f636,0000
1592,f637,0000
1593,f638,0000
1594,f639,0000
1595,f63a,0000
1596,f63b,0000
1597,f63c,0000
1598,f63d,0000
1599,f63e,0000
1600,f63f,0000
1601,f640,0000
1602,f641,0000
1603,f642,0000
1604,f643,0000
1605,f644,0000
1606,f645,0000
1607,f646,0000
1608,f647,0000
1609,f648,0000
1610,f649,0000
1611,f64a,0000
1612,f64b,0000
1613,f64c,0000
1614,f64d,0000
1615,f64e,0000
1616,f64f,0000
1617,f650,0000
1618,f651,0000
1619,f652,0000
1620,f653,0000
1621,f654,0000
1622,f655,0000
1623,f656,0000
1624,f657,0000
1625,f658,0000
1626,f659,0000
1627,f65a,0000
1628,f65b,0000
1629,f65c,0000
1630,f65d,0000
1631,f65e,0000
1632,f65f,0000
1633,f660,0000
1634,f661,0000
1635,f662,0000
1636,f663,0000
1637,f664,0000
1638,f665,0000
1639,f666,0000
1640,f667,0000
1641,f668,0000
1642,f669,0000
1643,f66a,0000
1644,f66b,0000
1645,f66c,0000
1646,f66d,0000
1647,f66e,0000
1648,f66f,0000
1649,f670,0000
1650,f671,0000
1651,f672,0000
1652,f673,0000
1653,f674,0000
1654,f675,0000
1655,f676,0000
1656,f677,0000
1657,f678,0000
1658,f679,0000
1659,f67a,0000
1660,f67b,0000
1661,f67c,0000
1662,f67d,0000
1663,f67e,0000
1664,f67f,0000
1665,f680,0001
1666,f681,087a
1667,f682,0024
1668,f683,003e
1669,f684,0000
1670,f685,0000
1671,f686,0000
1672,f687,0000
1673,f688,0000
1674,f689,0000
1675,f68a,0000
1676,f68b,0000
1677,f68c,0000
1678,f68d,0000
1679,f68e,0000
1680,f68f,0000
1681,f690,0000
1682,f691,0000
1683,f692,0000
1684,f693,0000
1685,f694,0000
1686,f695,0000
1687,f696,0000
1688,f697,0000
1689,f698,0000
1690,f699,0000
1691,f69a,0000
1692,f69b,0000
1693,f69c,0000
1694,f69d,0000
1695,f69e,0000
1696,f69f,0000
1697,f6a0,0000
1698,f6a1,0000
1699,f6a2,0000
1700,f6a3,0000
1701,f6a4,0000
1702,f6a5,0000
1703,f6a6,0000
1704,f6a7,0000
1705,f6a8,0000
1706,f6a9,0000
1707,f6aa,0000
1708,f6ab,0000
1709,f6ac,0000
1710,f6ad,0000
1711,f6ae,0000
1712,f6af,0000
1713,f6b0,0000
1714,f6b1,0000
1715,f6b2,0000
1716,f6b3,0000
1717,f6b4,0000
1718,f6b5,0000
1719,f6b6,0000
1720,f6b7,0000
1721,f6b8,0000
1722,f6b9,0000
1723,f6ba,0000
1724,f6bb,0000
1725,f6bc,0000
1726,f6bd,0000
1727,f6be,0000
1728,f6bf,0000
1729,f6c0,0000
1730,f6c1,0000
1731,f6c2,0000
1732,f6c3,0000
1733,f6c4,0000
1734,f6c5,0000
1735,f6c6,0000
1736,f6c7,0000
1737,f6c8,0000
1738,f6c9,0000
1739,f6ca,0000
1740,f6cb,0000
1741,f6cc,0000
1742,f6cd,0000
1743,f6ce,0000
1744,f6cf,0000
1745,f6d0,0000
1746,f6d1,0000
1747,f6d2,0000
1748,f6d3,0000
1749,f6d4,0000
1750,f6d5,0000
1751,f6d6,0000
1752,f6d7,0000
1753,f6d8,0000
1754,f6d9,0000
1755,f6da,0000
1756,f6db,0000
1757,f6dc,0000
1758,f6dd,0000
1759,f6de,0000
1760,f6df,0000
1761,f6e0,0000
1762,f6e1,0000
1763,f6e2,0000
1764,f6e3,0000
1765,f6e4,0000
1766,f6e5,0000
1767,f6e6,0000
1768,f6e7,0000
1769,f6e8,0000
1770,f6e9,0000
1771,f6ea,0000
1772,f6eb,0000
1773,f6ec,0000
1774,f6ed,0000
1775,f6ee,0000
1776,f6ef,0000
1777,f6f0,0000
1778,f6f1,0000
1779,f6f2,0000
1780,f6f3,0000
1781,f6f4,0000
1782,f6f5,0000
1783,f6f6,0000
1784,f6f7,0000
1785,f6f8,0000
1786,f6f9,0000
1787,f6fa,0000
1788,f6fb,0000
1789,f6fc,0000
1790,f6fd,0000
1791,f6fe,0000
1792,f6ff,0000
1793,f700,8010
1794,f701,0000
1795,f702,03fc
1796,f703,8010
1797,f704,0000
1798,f705,0000
1799,f706,0000
1800,f707,0000
1801,f708,00e7
1802,f709,51ec
1803,f70a,0000
1804,f70b,0000
1805,f70c,0000
1806,f70d,0000
1807,f70e,0000
1808,f70f,0001
1809,f710,0000
1810,f711,0000
1811,f712,03fc
1812,f713,0000
1813,f714,0000
1814,f715,0000
1815,f716,0000
1816,f717,0000
1817,f718,00e7
1818,f719,51ec
1819,f71a,0000
1820,f71b,0000
1821,f71c,0000
1822,f71d,0000
1823,f71e,0000
1824,f71f,0001
1825,f720,8010
1826,f721,0000
1827,f722,03fc
1828,f723,8010
1829,f724,0000
1830,f725,0000
1831,f726,0000
1832,f727,0000
1833,f728,00e7
1834,f729,51ec
1835,f72a,0000
1836,f72b,0000
1837,f72c,0000
1838,f72d,0000
1839,f72e,0000
1840,f72f,0001
1841,f730,0000
1842,f731,0000
1843,f732,03fc
1844,f733,0000
1845,f734,0000
1846,f735,0000
1847,f736,0000
1848,f737,0000
1849,f738,00e7
1850,f739,51ec
1851,f73a,0000
1852,f73b,0000
1853,f73c,0000
1854,f73d,0000
1855,f73e,0000
1856,f73f,0001
1857,f740,0000
1858,f741,0000
1859,f742,03fc
1860,f743,0000
1861,f744,0000
1862,f745,0000
1863,f746,0000
1864,f747,0000
1865,f748,00e7
1866,f749,51ec
1867,f74a,0000
1868,f74b,0000
1869,f74c,0000
1870,f74d,0000
1871,f74e,0000
1872,f74f,0001
1873,f750,0000
1874,f751,0000
1875,f752,0000
1876,f753,0000
1877,f754,0000
1878,f755,0000
1879,f756,0000
1880,f757,0000
1881,f758,0000
1882,f759,0000
1883,f75a,0000
1884,f75b,0000
1885,f75c,0000
1886,f75d,0000
1887,f75e,0000
1888,f75f,0000
1889,f760,0000
1890,f761,0000
1891,f762,0000
1892,f763,0000
1893,f764,0000
1894,f765,0000
1895,f766,0000
1896,f767,0000
1897,f768,0000
1898,f769,0000
1899,f76a,0000
1900,f76b,0000
1901,f76c,0000
1902,f76d,0000
1903,f76e,0000
1904,f76f,0000
1905,f770,0000
1906,f771,0000
1907,f772,0000
1908,f773,0000
1909,f774,0000
1910,f775,0000
1911,f776,0000
1912,f777,0000
1913,f778,0000
1914,f779,0000
1915,f77a,0000
1916,f77b,0000
1917,f77c,0000
1918,f77d,0000
1919,f77e,0000
1920,f77f,0000
1921,f780,0000
1922,f781,0000
1923,f782,0000
1924,f783,0000
1925,f784,0000
1926,f785,0000
1927,f786,0000
1928,f787,0000
1929,f788,0000
1930,f789,0000
1931,f78a,0000
1932,f78b,0000
1933,f78c,0000
1934,f78d,0000
1935,f78e,0000
1936,f78f,0000
1937,f790,0000
1938,f791,0000
1939,f792,0000
1940,f793,0000
1941,f794,0000
1942,f795,0000
1943,f796,0000
1944,f797,0000
1945,f798,0000
1946,f799,0000
1947,f79a,0000
1948,f79b,0000
1949,f79c,0000
1950,f79d,0000
1951,f79e,0000
1952,f79f,0000
1953,f7a0,0000
1954,f7a1,0000
1955,f7a2,0000
1956,f7a3,0000
1957,f7a4,0000
1958,f7a5,0000
1959,f7a6,0000
1960,f7a7,0000
1961,f7a8,0000
1962,f7a9,0000
1963,f7aa,0000
1964,f7ab,0000
1965,f7ac,0000
1966,f7ad,0000
1967,f7ae,0000
1968,f7af,0000
1969,f7b0,0000
1970,f7b1,0000
1971,f7b2,0000
1972,f7b3,0000
1973,f7b4,0000
1974,f7b5,0000
1975,f7b6,0000
1976,f7b7,0000
1977,f7b8,0000
1978,f7b9,0000
1979,f7ba,0000
1980,f7bb,0000
1981,f7bc,0000
1982,f7bd,0000
1983,f7be,0000
1984,f7bf,0000
1985,f7c0,0000
1986,f7c1,0000
1987,f7c2,0000
1988,f7c3,0000
1989,f7c4,0000
1990,f7c5,0000
1991,f7c6,0000
1992,f7c7,0000
1993,f7c8,0000
1994,f7c9,0000
1995,f7ca,0000
1996,f7cb,0000
1997,f7cc,0000
1998,f7cd,0000
1999,f7ce,0000
2000,f7cf,0000
2001,f7d0,0000
2002,f7d1,0000
2003,f7d2,0000
2004,f7d3,0000
2005,f7d4,0000
2006,f7d5,0000
2007,f7d6,0000
2008,f7d7,0000
2009,f7d8,0000
2010,f7d9,0000
2011,f7da,0000
2012,f7db,0000
2013,f7dc,0000
2014,f7dd,0000
2015,f7de,0000
2016,f7df,0000
2017,f7e0,0000
2018,f7e1,0000
2019,f7e2,0000
2020,f7e3,0000
2021,f7e4,0000
2022,f7e5,0000
2023,f7e6,0000
2024,f7e7,0000
2025,f7e8,0000
2026,f7e9,0000
2027,f7ea,0000
2028,f7eb,0000
2029,f7ec,0000
2030,f7ed,0000
2031,f7ee,0000
2032,f7ef,0000
2033,f7f0,0000
2034,f7f1,0000
2035,f7f2,0000
2036,f7f3,0000
2037,f7f4,0000
2038,f7f5,0000
2039,f7f6,0000
2040,f7f7,0000
2041,f7f8,0000
2042,f7f9,0000
2043,f7fa,0000
2044,f7fb,0000
2045,f7fc,0000
2046,f7fd,0000
2047,f7fe,0000
2048,f7ff,0000
2049,f800,0000
2050,f801,0000
2051,f802,0000
2052,f803,0000
2053,f804,0003
2054,f805,0003
2055,f806,0003
2056,f807,0003
2057,f808,0003
2058,f809,0003
2059,f80a,0003
2060,f80b,0003
2061,f80c,0000
2062,f80d,0000
2063,f80e,0000
2064,f80f,0000
2065,f810,0000
2066,f811,0000
2067,f812,0000
2068,f813,0000
2069,f814,0000
2070,f815,0000
2071,f816,0000
2072,f817,0000
2073,f818,0000
2074,f819,0000
2075,f81a,0000
2076,f81b,0000
2077,f81c,0000
2078,f81d,0000
2079,f81e,0000
2080,f81f,0000
2081,f820,0000
2082,f821,0000
2083,f822,0000
2084,f823,0000
2085,f824,0003
2086,f825,0003
2087,f826,0003
2088,f827,0003
2089,f828,0003
2090,f829,0003
2091,f82a,0003
2092,f82b,0003
2093,f82c,0000
2094,f82d,0000
2095,f82e,0000
2096,f82f,0000
2097,f830,0000
2098,f831,0000
2099,f832,0000
2100,f833,0000
2101,f834,0000
2102,f835,0000
2103,f836,0000
2104,f837,0000
2105,f838,0000
2106,f839,0000
2107,f83a,0000
2108,f83b,0000
2109,f83c,0000
2110,f83d,0000
2111,f83e,0000
2112,f83f,0000
2113,f840,0000
2114,f841,0000
2115,f842,0000
2116,f843,0000
2117,f844,0807
2118,f845,0000
2119,f846,0000
2120,f847,0000
2121,f848,0000
2122,f849,0000
2123,f84a,0000
2124,f84b,0000
2125,f84c,1087
2126,f84d,0000
2127,f84e,0000
2128,f84f,0000
2129,f850,0000
2130,f851,0000
2131,f852,0000
2132,f853,0000
2133,f854,0000
2134,f855,0000
2135,f856,0000
2136,f857,0000
2137,f858,0000
2138,f859,0000
2139,f85a,0000
2140,f85b,0000
2141,f85c,0000
2142,f85d,0000
2143,f85e,0000
2144,f85f,0000
2145,f860,0000
2146,f861,0000
2147,f862,0000
2148,f863,0000
2149,f864,0000
2150,f865,0000
2151,f866,0000
2152,f867,0000
2153,f868,0000
2154,f869,0000
2155,f86a,0000
2156,f86b,0000
2157,f86c,0000
2158,f86d,0000
2159,f86e,0000
2160,f86f,0000
2161,f870,0000
2162,f871,0000
2163,f872,0000
2164,f873,0000
2165,f874,0000
2166,f875,0000
2167,f876,0000
2168,f877,0000
2169,f878,0000
2170,f879,0000
2171,f87a,0000
2172,f87b,0000
2173,f87c,0000
2174,f87d,0000
2175,f87e,0000
2176,f87f,0000
2177,f880,00cf
2178,f881,0000
2179,f882,0000
2180,f883,0000
2181,f884,0000
2182,f885,0000
2183,f886,0000
2184,f887,0000
2185,f888,3631
2186,f889,0000
2187,f88a,0000
2188,f88b,0000
2189,f88c,0178
2190,f88d,0000
2191,f88e,0000
2192,f88f,0000
2193,f890,0194
2194,f891,0000
2195,f892,0000
2196,f893,0000
2197,f894,0000
2198,f895,0000
2199,f896,0000
2200,f897,0000
2201,f898,0000
2202,f899,0000
2203,f89a,0000
2204,f89b,0000
2205,f89c,0000
2206,f89d,0000
2207,f89e,0000
2208,f89f,0000
2209,f8a0,0000
2210,f8a1,0000
2211,f8a2,0000
2212,f8a3,0000
2213,f8a4,0000
2214,f8a5,0000
2215,f8a6,0000
2216,f8a7,0000
2217,f8a8,0000
2218,f8a9,0000
2219,f8aa,0000
2220,f8ab,0000
2221,f8ac,0000
2222,f8ad,0000
2223,f8ae,0000
2224,f8af,0000
2225,f8b0,0000
2226,f8b1,0000
2227,f8b2,0000
2228,f8b3,0000
2229,f8b4,0000
2230,f8b5,0000
2231,f8b6,0000
2232,f8b7,0000
2233,f8b8,0000
2234,f8b9,0000
2235,f8ba,0000
2236,f8bb,0000
2237,f8bc,0000
2238,f8bd,0000
2239,f8be,0000
2240,f8bf,0000
2241,f8c0,0000
2242,f8c1,0000
2243,f8c2,0000
2244,f8c3,0000
2245,f8c4,0000
2246,f8c5,0000
2247,f8c6,0000
2248,f8c7,0000
2249,f8c8,0000
2250,f8c9,0000
2251,f8ca,0000
2252,f8cb,0000
2253,f8cc,0000
2254,f8cd,0000
2255,f8ce,0000
2256,f8cf,0000
2257,f8d0,0000
2258,f8d1,0000
2259,f8d2,0000
2260,f8d3,0000
2261,f8d4,0000
2262,f8d5,0000
2263,f8d6,0000
2264,f8d7,0000
2265,f8d8,0000
2266,f8d9,0000
2267,f8da,0000
2268,f8db,0000
2269,f8dc,0000
2270,f8dd,0000
2271,f8de,0000
2272,f8df,0000
2273,f8e0,0000
2274,f8e1,0000
2275,f8e2,0000
2276,f8e3,0000
2277,f8e4,0000
2278,f8e5,0000
2279,f8e6,0000
2280,f8e7,0000
2281,f8e8,0000
2282,f8e9,0000
2283,f8ea,0000
2284,f8eb,0000
2285,f8ec,0000
2286,f8ed,0000
2287,f8ee,0000
2288,f8ef,0000
2289,f8f0,0000
2290,f8f1,0000
2291,f8f2,0000
2292,f8f3,0000
2293,f8f4,0000
2294,f8f5,0000
2295,f8f6,0000
2296,f8f7,0000
2297,f8f8,0000
2298,f8f9,0000
2299,f8fa,0000
2300,f8fb,0000
2301,f8fc,0000
2302,f8fd,0000
2303,f8fe,0000
2304,f8ff,0000
2305,f900,0000
2306,f901,0000
2307,f902,0000
2308,f903,0000
2309,f904,0003
2310,f905,0003
2311,f906,0003
2312,f907,0003
2313,f908,0003
2314,f909,0003
2315,f90a,0003
2316,f90b,0003
2317,f90c,0000
2318,f90d,0000
2319,f90e,0000
2320,f90f,0000
2321,f910,0000
2322,f911,0000
2323,f912,0000
2324,f913,0000
2325,f914,0000
2326,f915,0000
2327,f916,0000
2328,f917,0000
2329,f918,0000
2330,f919,0000
2331,f91a,0000
2332,f91b,0000
2333,f91c,0000
2334,f91d,0000
2335,f91e,0000
2336,f91f,0000
2337,f920,0000
2338,f921,0000
2339,f922,0000
2340,f923,0000
2341,f924,0003
2342,f925,0003
2343,f926,0003
2344,f927,0003
2345,f928,0003
2346,f929,0003
2347,f92a,0003
2348,f92b,0003
2349,f92c,0000
2350,f92d,0000
2351,f92e,0000
2352,f92f,0000
2353,f930,0000
2354,f931,0000
2355,f932,0000
2356,f933,0000
2357,f934,0000
2358,f935,0000
2359,f936,0000
2360,f937,0000
2361,f938,0000
2362,f939,0000
2363,f93a,0000
2364,f93b,0000
2365,f93c,0000
2366,f93d,0000
2367,f93e,0000
2368,f93f,0000
2369,f940,0000
2370,f941,0000
2371,f942,0000
2372,f943,0000
2373,f944,0000
2374,f945,0000
2375,f946,0000
2376,f947,0000
2377,f948,0000
2378,f949,0000
2379,f94a,0000
2380,f94b,0000
2381,f94c,0000
2382,f94d,0000
2383,f94e,0000
2384,f94f,0000
2385,f950,0000
2386,f951,0000
2387,f952,0000
2388,f953,0000
2389,f954,0000
2390,f955,0000
2391,f956,0000
2392,f957,0000
2393,f958,0000
2394,f959,0000
2395,f95a,0000
2396,f95b,0000
2397,f95c,0000
2398,f95d,0000
2399,f95e,0000
2400,f95f,0000
2401,f960,0000
2402,f961,0000
2403,f962,0000
2404,f963,0000
2405,f964,0000
2406,f965,0000
2407,f966,0000
2408,f967,0000
2409,f968,0000
2410,f969,0000
2411,f96a,0000
2412,f96b,0000
2413,f96c,0000
2414,f96d,0000
2415,f96e,0000
2416,f96f,0000
2417,f970,0000
2418,f971,0000
2419,f972,0000
2420,f973,0000
2421,f974,0000
2422,f975,0000
2423,f976,0000
2424,f977,0000
2425,f978,0000
2426,f979,0000
2427,f97a,0000
2428,f97b,0000
2429,f97c,0000
2430,f97d,0000
2431,f97e,0000
2432,f97f,0000
2433,f980,0142
2434,f981,0000
2435,f982,0000
2436,f983,0000
2437,f984,0000
2438,f985,0000
2439,f986,0000
2440,f987,0000
2441,f988,6666
2442,f989,0000
2443,f98a,0000
2444,f98b,0000
2445,f98c,0178
2446,f98d,0000
2447,f98e,0000
2448,f98f,0000
2449,f990,0022
2450,f991,0000
2451,f992,0000
2452,f993,0000
2453,f994,0000
2454,f995,0000
2455,f996,0000
2456,f997,0000
2457,f998,0000
2458,f999,0000
2459,f99a,0000
2460,f99b,0000
2461,f99c,0000
2462,f99d,0000
2463,f99e,0000
2464,f99f,0000
2465,f9a0,0000
2466,f9a1,0000
2467,f9a2,0000
2468,f9a3,0000
2469,f9a4,0000
2470,f9a5,0000
2471,f9a6,0000
2472,f9a7,0000
2473,f9a8,0000
2474,f9a9,0000
2475,f9aa,0000
2476,f9ab,0000
2477,f9ac,0000
2478,f9ad,0000
2479,f9ae,0000
2480,f9af,0000
2481,f9b0,0000
2482,f9b1,0000
2483,f9b2,0000
2484,f9b3,0000
2485,f9b4,0000
2486,f9b5,0000
2487,f9b6,0000
2488,f9b7,0000
2489,f9b8,0000
2490,f9b9,0000
2491,f9ba,0000
2492,f9bb,0000
2493,f9bc,0000
2494,f9bd,0000
2495,f9be,0000
2496,f9bf,0000
2497,f9c0,0000
2498,f9c1,0000
2499,f9c2,0000
2500,f9c3,0000
2501,f9c4,0000
2502,f9c5,0000
2503,f9c6,0000
2504,f9c7,0000
2505,f9c8,0000
2506,f9c9,0000
2507,f9ca,0000
2508,f9cb,0000
2509,f9cc,0000
2510,f9cd,0000
2511,f9ce,0000
2512,f9cf,0000
2513,f9d0,0000
2514,f9d1,0000
2515,f9d2,0000
2516,f9d3,0000
2517,f9d4,0000
2518,f9d5,0000
2519,f9d6,0000
2520,f9d7,0000
2521,f9d8,0000
2522,f9d9,0000
2523,f9da,0000
2524,f9db,0000
2525,f9dc,0000
2526,f9dd,0000
2527,f9de,0000
2528,f9df,0000
2529,f9e0,0000
2530,f9e1,0000
2531,f9e2,0000
2532,f9e3,0000
2533,f9e4,0000
2534,f9e5,0000
2535,f9e6,0000
2536,f9e7,0000
2537,f9e8,0000
2538,f9e9,0000
2539,f9ea,0000
2540,f9eb,0000
2541,f9ec,0000
2542,f9ed,0000
2543,f9ee,0000
2544,f9ef,0000
2545,f9f0,0000
2546,f9f1,0000
2547,f9f2,0000
2548,f9f3,0000
2549,f9f4,0000
2550,f9f5,0000
2551,f9f6,0000
2552,f9f7,0000
2553,f9f8,0000
2554,f9f9,0000
2555,f9fa,0000
2556,f9fb,0000
2557,f9fc,0000
2558,f9fd,0000
2559,f9fe,0000
2560,f9ff,0000
2561,fa00,8011
2562,fa01,0000
2563,fa02,0000
2564,fa03,0000
2565,fa04,0000
2566,fa05,0000
2567,fa06,0000
2568,fa07,0000
2569,fa08,0000
2570,fa09,0000
2571,fa0a,0000
2572,fa0b,0000
2573,fa0c,0000
2574,fa0d,0000
2575,fa0e,0000
2576,fa0f,0000
2577,fa10,9713
2578,fa11,3003
2579,fa12,0000
2580,fa13,0000
2581,fa14,0000
2582,fa15,0000
2583,fa16,0000
2584,fa17,0000
2585,fa18,0000
2586,fa19,0000
2587,fa1a,0000
2588,fa1b,0000
2589,fa1c,0000
2590,fa1d,0000
2591,fa1e,0000
2592,fa1f,0000
2593,fa20,0000
2594,fa21,0000
2595,fa22,0000
2596,fa23,0000
2597,fa24,0000
2598,fa25,0000
2599,fa26,0000
2600,fa27,0000
2601,fa28,0000
2602,fa29,0000
2603,fa2a,0000
2604,fa2b,0000
2605,fa2c,0000
2606,fa2d,0000
2607,fa2e,0000
2608,fa2f,0000
2609,fa30,0000
2610,fa31,0000
2611,fa32,0000
2612,fa33,0000
2613,fa34,0000
2614,fa35,0000
2615,fa36,0000
2616,fa37,0000
2617,fa38,0000
2618,fa39,0000
2619,fa3a,0000
2620,fa3b,0000
2621,fa3c,0000
2622,fa3d,1410
2623,fa3e,0916
2624,fa3f,1328
2625,fa40,0802
2626,fa41,1e09
2627,fa42,1e06
2628,fa43,0000
2629,fa44,0002
2630,fa45,0f28
2631,fa46,0000
2632,fa47,0000
2633,fa48,0000
2634,fa49,0000
2635,fa4a,0000
2636,fa4b,0000
2637,fa4c,0000
2638,fa4d,0000
2639,fa4e,0000
2640,fa4f,0000
2641,fa50,0000
2642,fa51,0000
2643,fa52,0000
2644,fa53,0000
2645,fa54,0000
2646,fa55,0000
2647,fa56,0000
2648,fa57,0000
2649,fa58,0000
2650,fa59,0000
2651,fa5a,0000
2652,fa5b,0000
2653,fa5c,0000
2654,fa5d,0000
2655,fa5e,0000
2656,fa5f,0000
2657,fa60,0000
2658,fa61,0000
2659,fa62,0000
2660,fa63,0000
2661,fa64,0000
2662,fa65,0000
2663,fa66,0000
2664,fa67,0000
2665,fa68,0000
2666,fa69,0000
2667,fa6a,0000
2668,fa6b,0000
2669,fa6c,0000
2670,fa6d,0000
2671,fa6e,0000
2672,fa6f,0000
2673,fa70,3fff
2674,fa71,0020
2675,fa72,0000
2676,fa73,0000
2677,fa74,7fff
2678,fa75,03ff
2679,fa76,0000
2680,fa77,0000
2681,fa78,0000
2682,fa79,0000
2683,fa7a,0000
2684,fa7b,0000
2685,fa7c,0000
2686,fa7d,0000
2687,fa7e,0000
2688,fa7f,0000
2689,fa80,0ff7
2690,fa81,7fff
2691,fa82,0000
2692,fa83,0000
2693,fa84,0000
2694,fa85,0000
2695,fa86,0000
2696,fa87,0000
2697,fa88,0000
2698,fa89,0000
2699,fa8a,0000
2700,fa8b,0000
2701,fa8c,0000
2702,fa8d,0000
2703,fa8e,0000
2704,fa8f,0000
2705,fa90,00ff
2706,fa91,0000
2707,fa92,0000
2708,fa93,0000
2709,fa94,0000
2710,fa95,0000
2711,fa96,0000
2712,fa97,0000
2713,fa98,0000
2714,fa99,0000
2715,fa9a,0000
2716,fa9b,0000
2717,fa9c,0000
2718,fa9d,0000
2719,fa9e,0000
2720,fa9f,0000
2721,faa0,0000
2722,faa1,0000
2723,faa2,0000
2724,faa3,0000
2725,faa4,1328
2726,faa5,1328
2727,faa6,0000
2728,faa7,0000
2729,faa8,0000
2730,faa9,0000
2731,faaa,0000
2732,faab,0000
2733,faac,0000
2734,faad,0000
2735,faae,0000
2736,faaf,0000
2737,fab0,0000
2738,fab1,0000
2739,fab2,0000
2740,fab3,0000
2741,fab4,0000
2742,fab5,0000
2743,fab6,0000
2744,fab7,0000
2745,fab8,0000
2746,fab9,0000
2747,faba,0000
2748,fabb,0000
2749,fabc,0000
2750,fabd,0000
2751,fabe,0000
2752,fabf,0000
2753,fac0,0000
2754,fac1,0000
2755,fac2,0000
2756,fac3,0000
2757,fac4,0000
2758,fac5,0000
2759,fac6,0000
2760,fac7,0000
2761,fac8,0000
2762,fac9,0000
2763,faca,0000
2764,facb,0000
2765,facc,0000
2766,facd,0000
2767,face,0000
2768,facf,0000
2769,fad0,0000
2770,fad1,0000
2771,fad2,0000
2772,fad3,0000
2773,fad4,0000
2774,fad5,0000
2775,fad6,0000
2776,fad7,0000
2777,fad8,0000
2778,fad9,0000
2779,fada,0000
2780,fadb,0000
2781,fadc,0000
2782,fadd,0000
2783,fade,0000
2784,fadf,0000
2785,fae0,0000
2786,fae1,0000
2787,fae2,0000
2788,fae3,0000
2789,fae4,0000
2790,fae5,0000
2791,fae6,0000
2792,fae7,0000
2793,fae8,0000
2794,fae9,0000
2795,faea,0000
2796,faeb,0000
2797,faec,0000
2798,faed,0000
2799,faee,0000
2800,faef,0000
2801,faf0,0000
2802,faf1,0000
2803,faf2,0000
2804,faf3,0000
2805,faf4,0000
2806,faf5,0000
2807,faf6,0000
2808,faf7,0000
2809,faf8,0000
2810,faf9,0000
2811,fafa,0000
2812,fafb,0000
2813,fafc,0000
2814,fafd,0000
2815,fafe,0000
2816,faff,0000
2817,fb00,0000
2818,fb01,0000
2819,fb02,0000
2820,fb03,0000
2821,fb04,0000
2822,fb05,0000
2823,fb06,0000
2824,fb07,0000
2825,fb08,0000
2826,fb09,0000
2827,fb0a,0000
2828,fb0b,0000
2829,fb0c,0000
2830,fb0d,0000
2831,fb0e,0000
2832,fb0f,0000
2833,fb10,0000
2834,fb11,0000
2835,fb12,0000
2836,fb13,0000
2837,fb14,0000
2838,fb15,0000
2839,fb16,0000
2840,fb17,0000
2841,fb18,0000
2842,fb19,0000
2843,fb1a,0000
2844,fb1b,0000
2845,fb1c,0000
2846,fb1d,0000
2847,fb1e,0000
2848,fb1f,0000
2849,fb20,0000
2850,fb21,0000
2851,fb22,0000
2852,fb23,0000
2853,fb24,0000
2854,fb25,0000
2855,fb26,0000
2856,fb27,0000
2857,fb28,0000
2858,fb29,0000
2859,fb2a,0000
2860,fb2b,0000
2861,fb2c,0000
2862,fb2d,0000
2863,fb2e,0000
2864,fb2f,0000
2865,fb30,0000
2866,fb31,0000
2867,fb32,0000
2868,fb33,0000
2869,fb34,0000
2870,fb35,0000
2871,fb36,0000
2872,fb37,0000
2873,fb38,0000
2874,fb39,0000
2875,fb3a,0000
2876,fb3b,0000
2877,fb3c,0000
2878,fb3d,0000
2879,fb3e,0000
2880,fb3f,0000
2881,fb40,0000
2882,fb41,0000
2883,fb42,0000
2884,fb43,0000
