ETC Registers

Sl.no,Register Address,Value
1495,d5d6,0000
1496,d5d7,0000
1497,d5d8,0000
1498,d5d9,0000
1499,d5da,0000
1500,d5db,0000
1501,d5dc,0000
1502,d5dd,0000
1503,d5de,0000
1504,d5df,0000
1505,d5e0,0000
1506,d5e1,0000
1507,d5e2,0000
1508,d5e3,0000
1509,d5e4,0000
1510,d5e5,0000
1511,d5e6,0000
1512,d5e7,0000
1513,d5e8,0000
1514,d5e9,0000
1515,d5ea,0000
1516,d5eb,0000
1517,d5ec,0000
1518,d5ed,0000
1519,d5ee,0000
1520,d5ef,0000
1521,d5f0,0000
1522,d5f1,0000
1523,d5f2,0000
1524,d5f3,0000
1525,d5f4,0000
1526,d5f5,0000
1527,d5f6,0000
1528,d5f7,0000
1529,d5f8,0000
1530,d5f9,0000
1531,d5fa,0000
1532,d5fb,0000
1533,d5fc,0000
1534,d5fd,0000
1535,d5fe,0000
1536,d5ff,0000
1537,d600,0000
1538,d601,0001
1539,d602,0040
1540,d603,0000
1541,d604,0001
1542,d605,0040
1543,d606,0000
1544,d607,0000
1545,d608,0000
1546,d609,0000
1547,d60a,0000
1548,d60b,0000
1549,d60c,0000
1550,d60d,0000
1551,d60e,0000
1552,d60f,0000
1553,d610,0000
1554,d611,0000
1555,d612,0000
1556,d613,0000
1557,d614,0000
1558,d615,0000
1559,d616,0000
1560,d617,0000
1561,d618,0000
1562,d619,0000
1563,d61a,0000
1564,d61b,0000
1565,d61c,0000
1566,d61d,0000
1567,d61e,0000
1568,d61f,0000
1569,d620,0000
1570,d621,0000
1571,d622,0000
1572,d623,0000
1573,d624,0000
1574,d625,0000
1575,d626,0000
1576,d627,0000
1577,d628,0000
1578,d629,0000
1579,d62a,0000
1580,d62b,0000
1581,d62c,0000
1582,d62d,0000
1583,d62e,0000
1584,d62f,0000
1585,d630,0000
1586,d631,0000
1587,d632,0000
1588,d633,0000
1589,d634,0000
1590,d635,0000
1591,d636,0000
1592,d637,0000
1593,d638,0000
1594,d639,0000
1595,d63a,0000
1596,d63b,0000
1597,d63c,0000
1598,d63d,0000
1599,d63e,0000
1600,d63f,0000
1601,d640,0000
1602,d641,0000
1603,d642,0000
1604,d643,0000
1605,d644,0000
1606,d645,0000
1607,d646,0000
1608,d647,0000
1609,d648,0000
1610,d649,0000
1611,d64a,0000
1612,d64b,0000
1613,d64c,0000
1614,d64d,0000
1615,d64e,0000
1616,d64f,0000
1617,d650,0000
1618,d651,0000
1619,d652,0000
1620,d653,0000
1621,d654,0000
1622,d655,0000
1623,d656,0000
1624,d657,0000
1625,d658,0000
1626,d659,0000
1627,d65a,0000
1628,d65b,0000
1629,d65c,0000
1630,d65d,0000
1631,d65e,0000
1632,d65f,0000
1633,d660,0000
1634,d661,0000
1635,d662,0000
1636,d663,0000
1637,d664,0000
1638,d665,0000
1639,d666,0000
1640,d667,0000
1641,d668,0000
1642,d669,0000
1643,d66a,0000
1644,d66b,0000
1645,d66c,0000
1646,d66d,0000
1647,d66e,0000
1648,d66f,0000
1649,d670,0000
1650,d671,0000
1651,d672,0000
1652,d673,0000
1653,d674,0000
1654,d675,0000
1655,d676,0000
1656,d677,0000
1657,d678,0000
1658,d679,0000
1659,d67a,0000
1660,d67b,0000
1661,d67c,0000
1662,d67d,0000
1663,d67e,0000
1664,d67f,0000
1665,d680,0000
1666,d681,0000
1667,d682,0000
1668,d683,0000
1669,d684,0000
1670,d685,0000
1671,d686,0000
1672,d687,0000
1673,d688,0000
1674,d689,0000
1675,d68a,0000
1676,d68b,0000
1677,d68c,0000
1678,d68d,0000
1679,d68e,0000
1680,d68f,0000
1681,d690,0000
1682,d691,0000
1683,d692,0000
1684,d693,0000
1685,d694,0000
1686,d695,0000
1687,d696,0000
1688,d697,0000
1689,d698,0000
1690,d699,0000
1691,d69a,0000
1692,d69b,0000
1693,d69c,0000
1694,d69d,0000
1695,d69e,0000
1696,d69f,0000
1697,d6a0,0000
1698,d6a1,0000
1699,d6a2,0000
1700,d6a3,0000
1701,d6a4,0000
1702,d6a5,0000
1703,d6a6,0000
1704,d6a7,0000
1705,d6a8,0000
1706,d6a9,0000
1707,d6aa,0000
1708,d6ab,0000
1709,d6ac,0000
1710,d6ad,0000
1711,d6ae,0000
1712,d6af,0000
1713,d6b0,0000
1714,d6b1,0000
1715,d6b2,0000
1716,d6b3,0000
1717,d6b4,0000
1718,d6b5,0000
1719,d6b6,0000
1720,d6b7,0000
1721,d6b8,0000
1722,d6b9,0000
1723,d6ba,0000
1724,d6bb,0000
1725,d6bc,0000
1726,d6bd,0000
1727,d6be,0000
1728,d6bf,0000
1729,d6c0,0000
1730,d6c1,0000
1731,d6c2,0000
1732,d6c3,0000
1733,d6c4,0000
1734,d6c5,0000
1735,d6c6,0000
1736,d6c7,0000
1737,d6c8,0000
1738,d6c9,0000
1739,d6ca,0000
1740,d6cb,0000
1741,d6cc,0000
1742,d6cd,0000
1743,d6ce,0000
1744,d6cf,0000
1745,d6d0,0000
1746,d6d1,0000
1747,d6d2,0000
1748,d6d3,0000
1749,d6d4,0000
1750,d6d5,0000
1751,d6d6,0000
1752,d6d7,0000
1753,d6d8,0000
1754,d6d9,0000
1755,d6da,0000
1756,d6db,0000
1757,d6dc,0000
1758,d6dd,0000
1759,d6de,0000
1760,d6df,0000
1761,d6e0,0000
1762,d6e1,0000
1763,d6e2,0000
1764,d6e3,0000
1765,d6e4,0000
1766,d6e5,0000
1767,d6e6,0000
1768,d6e7,0000
1769,d6e8,0000
1770,d6e9,0000
1771,d6ea,0000
1772,d6eb,0000
1773,d6ec,0000
1774,d6ed,0000
1775,d6ee,0000
1776,d6ef,0000
1777,d6f0,0000
1778,d6f1,0000
1779,d6f2,0000
1780,d6f3,0000
1781,d6f4,0000
1782,d6f5,0000
1783,d6f6,0000
1784,d6f7,0000
1785,d6f8,0000
1786,d6f9,0000
1787,d6fa,0000
1788,d6fb,0000
1789,d6fc,0000
1790,d6fd,0000
1791,d6fe,0000
1792,d6ff,0000
1793,d700,0000
1794,d701,0000
1795,d702,0000
1796,d703,0000
1797,d704,00b2
1798,d705,0001
1799,d706,0000
1800,d707,0000
1801,d708,0000
1802,d709,0000
1803,d70a,0000
1804,d70b,0010
1805,d70c,001f
1806,d70d,0000
1807,d70e,0000
1808,d70f,0000
1809,d710,0000
1810,d711,0000
1811,d712,0000
1812,d713,0000
1813,d714,0000
1814,d715,0000
1815,d716,0000
1816,d717,0000
1817,d718,0000
1818,d719,0000
1819,d71a,0000
1820,d71b,0000
1821,d71c,0000
1822,d71d,0000
1823,d71e,0000
1824,d71f,0000
1825,d720,0000
1826,d721,0000
1827,d722,0000
1828,d723,0000
1829,d724,0000
1830,d725,0000
1831,d726,0000
1832,d727,0000
1833,d728,0000
1834,d729,0000
1835,d72a,0000
1836,d72b,0000
1837,d72c,0000
1838,d72d,0000
1839,d72e,0000
1840,d72f,0000
1841,d730,0000
1842,d731,0000
1843,d732,0000
1844,d733,0000
1845,d734,0000
1846,d735,0000
1847,d736,0000
1848,d737,0000
1849,d738,0000
1850,d739,0000
1851,d73a,0000
1852,d73b,0000
1853,d73c,0000
1854,d73d,0000
1855,d73e,0000
1856,d73f,0000
1857,d740,0000
1858,d741,0000
1859,d742,0000
1860,d743,0000
1861,d744,0000
1862,d745,0000
1863,d746,0000
1864,d747,0000
1865,d748,0000
1866,d749,0000
1867,d74a,0000
1868,d74b,0000
1869,d74c,0000
1870,d74d,0000
1871,d74e,0000
1872,d74f,0000
1873,d750,0000
1874,d751,0000
1875,d752,0000
1876,d753,0000
1877,d754,0000
1878,d755,0000
1879,d756,0000
1880,d757,0000
1881,d758,0000
1882,d759,0000
1883,d75a,0000
1884,d75b,0000
1885,d75c,0000
1886,d75d,0000
1887,d75e,0000
1888,d75f,0000
1889,d760,0000
1890,d761,0000
1891,d762,0000
1892,d763,0000
1893,d764,0000
1894,d765,0000
1895,d766,0000
1896,d767,0000
1897,d768,0000
1898,d769,0000
1899,d76a,0000
1900,d76b,0000
1901,d76c,0000
1902,d76d,0000
1903,d76e,0000
1904,d76f,0000
1905,d770,0000
1906,d771,0000
1907,d772,0000
1908,d773,0000
1909,d774,0000
1910,d775,0000
1911,d776,0000
1912,d777,0000
1913,d778,0000
1914,d779,0000
1915,d77a,0000
1916,d77b,0000
1917,d77c,0000
1918,d77d,0000
1919,d77e,0000
1920,d77f,0000
1921,d780,0000
1922,d781,0000
1923,d782,0000
1924,d783,0000
1925,d784,0000
1926,d785,0000
1927,d786,0000
1928,d787,0000
1929,d788,0000
1930,d789,0000
1931,d78a,0000
1932,d78b,0000
1933,d78c,0000
1934,d78d,0000
1935,d78e,0000
1936,d78f,0000
1937,d790,0000
1938,d791,0000
1939,d792,0000
1940,d793,0000
1941,d794,0000
1942,d795,0000
1943,d796,0000
1944,d797,0000
1945,d798,0000
1946,d799,0000
1947,d79a,0000
1948,d79b,0000
1949,d79c,0000
1950,d79d,0000
1951,d79e,0000
1952,d79f,0000
1953,d7a0,0000
1954,d7a1,0000
1955,d7a2,0000
1956,d7a3,0000
1957,d7a4,0000
1958,d7a5,0000
1959,d7a6,0000
1960,d7a7,0000
1961,d7a8,0000
1962,d7a9,0000
1963,d7aa,0000
1964,d7ab,0000
1965,d7ac,0000
1966,d7ad,0000
1967,d7ae,0000
1968,d7af,0000
1969,d7b0,0000
1970,d7b1,0000
1971,d7b2,0000
1972,d7b3,0000
1973,d7b4,0000
1974,d7b5,0000
1975,d7b6,0000
1976,d7b7,0000
1977,d7b8,0000
1978,d7b9,0000
1979,d7ba,0000
1980,d7bb,0000
1981,d7bc,0000
1982,d7bd,0000
1983,d7be,0000
1984,d7bf,0000
1985,d7c0,0000
1986,d7c1,0000
1987,d7c2,0000
1988,d7c3,0000
1989,d7c4,0000
1990,d7c5,0000
1991,d7c6,0000
1992,d7c7,0000
1993,d7c8,0000
1994,d7c9,0000
1995,d7ca,0000
1996,d7cb,0000
1997,d7cc,0000
1998,d7cd,0000
1999,d7ce,0000
2000,d7cf,0000
2001,d7d0,0000
2002,d7d1,0000
2003,d7d2,0000
2004,d7d3,0000
2005,d7d4,0000
2006,d7d5,0000
2007,d7d6,0000
2008,d7d7,0000
2009,d7d8,0000
2010,d7d9,0000
2011,d7da,0000
2012,d7db,0000
2013,d7dc,0000
2014,d7dd,0000
2015,d7de,0000
2016,d7df,0000
2017,d7e0,0000
2018,d7e1,0000
2019,d7e2,0000
2020,d7e3,0000
2021,d7e4,0000
2022,d7e5,0000
2023,d7e6,0000
2024,d7e7,0000
2025,d7e8,0000
2026,d7e9,0000
2027,d7ea,0000
2028,d7eb,0000
2029,d7ec,0000
2030,d7ed,0000
2031,d7ee,0000
2032,d7ef,0000
2033,d7f0,0000
2034,d7f1,0000
2035,d7f2,0000
2036,d7f3,0000
2037,d7f4,0000
2038,d7f5,0000
2039,d7f6,0000
2040,d7f7,0000
2041,d7f8,0000
2042,d7f9,0000
2043,d7fa,0000
2044,d7fb,0000
2045,d7fc,0000
2046,d7fd,0000
2047,d7fe,0000
2048,d7ff,0000
2049,d800,0000
2050,d801,0001
2051,d802,0040
2052,d803,0000
2053,d804,0001
2054,d805,0040
2055,d806,0000
2056,d807,0000
2057,d808,0000
2058,d809,0000
2059,d80a,0000
2060,d80b,0000
2061,d80c,0000
2062,d80d,0000
2063,d80e,0000
2064,d80f,0000
2065,d810,0000
2066,d811,0000
2067,d812,0000
2068,d813,0000
2069,d814,0000
2070,d815,0000
2071,d816,0000
2072,d817,0000
2073,d818,0000
2074,d819,0000
2075,d81a,0000
2076,d81b,0000
2077,d81c,0000
2078,d81d,0000
2079,d81e,0000
2080,d81f,0000
2081,d820,0000
2082,d821,0000
2083,d822,0000
2084,d823,0000
2085,d824,0000
2086,d825,0000
2087,d826,0000
2088,d827,0000
2089,d828,0000
2090,d829,0000
2091,d82a,0000
2092,d82b,0000
2093,d82c,0000
2094,d82d,0000
2095,d82e,0000
2096,d82f,0000
2097,d830,0000
2098,d831,0000
2099,d832,0000
2100,d833,0000
2101,d834,0000
2102,d835,0000
2103,d836,0000
2104,d837,0000
2105,d838,0000
2106,d839,0000
2107,d83a,0000
2108,d83b,0000
2109,d83c,0000
2110,d83d,0000
2111,d83e,0000
2112,d83f,0000
2113,d840,0000
2114,d841,0000
2115,d842,0000
2116,d843,0000
2117,d844,0000
2118,d845,0000
2119,d846,0000
2120,d847,0000
2121,d848,0000
2122,d849,0000
2123,d84a,0000
2124,d84b,0000
2125,d84c,0000
2126,d84d,0000
2127,d84e,0000
2128,d84f,0000
2129,d850,0000
2130,d851,0000
2131,d852,0000
2132,d853,0000
2133,d854,0000
2134,d855,0000
2135,d856,0000
2136,d857,0000
2137,d858,0000
2138,d859,0000
2139,d85a,0000
2140,d85b,0000
2141,d85c,0000
2142,d85d,0000
2143,d85e,0000
2144,d85f,0000
2145,d860,0000
2146,d861,0000
2147,d862,0000
2148,d863,0000
2149,d864,0000
2150,d865,0000
2151,d866,0000
2152,d867,0000
2153,d868,0000
2154,d869,0000
2155,d86a,0000
2156,d86b,0000
2157,d86c,0000
2158,d86d,0000
2159,d86e,0000
2160,d86f,0000
2161,d870,0000
2162,d871,0000
2163,d872,0000
2164,d873,0000
2165,d874,0000
2166,d875,0000
2167,d876,0000
2168,d877,0000
2169,d878,0000
2170,d879,0000
2171,d87a,0000
2172,d87b,0000
2173,d87c,0000
2174,d87d,0000
2175,d87e,0000
2176,d87f,0000
2177,d880,0000
2178,d881,0000
2179,d882,0000
2180,d883,0000
2181,d884,0000
2182,d885,0000
2183,d886,0000
2184,d887,0000
2185,d888,0000
2186,d889,0000
2187,d88a,0000
2188,d88b,0000
2189,d88c,0000
2190,d88d,0000
2191,d88e,0000
2192,d88f,0000
2193,d890,0000
2194,d891,0000
2195,d892,0000
2196,d893,0000
2197,d894,0000
2198,d895,0000
2199,d896,0000
2200,d897,0000
2201,d898,0000
2202,d899,0000
2203,d89a,0000
2204,d89b,0000
2205,d89c,0000
2206,d89d,0000
2207,d89e,0000
2208,d89f,0000
2209,d8a0,0000
2210,d8a1,0000
2211,d8a2,0000
2212,d8a3,0000
2213,d8a4,0000
2214,d8a5,0000
2215,d8a6,0000
2216,d8a7,0000
2217,d8a8,0000
2218,d8a9,0000
2219,d8aa,0000
2220,d8ab,0000
2221,d8ac,0000
2222,d8ad,0000
2223,d8ae,0000
2224,d8af,0000
2225,d8b0,0000
2226,d8b1,0000
2227,d8b2,0000
2228,d8b3,0000
2229,d8b4,0000
2230,d8b5,0000
2231,d8b6,0000
2232,d8b7,0000
2233,d8b8,0000
2234,d8b9,0000
2235,d8ba,0000
2236,d8bb,0000
2237,d8bc,0000
2238,d8bd,0000
2239,d8be,0000
2240,d8bf,0000
2241,d8c0,0000
2242,d8c1,0000
2243,d8c2,0000
2244,d8c3,0000
2245,d8c4,0000
2246,d8c5,0000
2247,d8c6,0000
2248,d8c7,0000
2249,d8c8,0000
2250,d8c9,0000
2251,d8ca,0000
2252,d8cb,0000
2253,d8cc,0000
2254,d8cd,0000
2255,d8ce,0000
2256,d8cf,0000
2257,d8d0,0000
2258,d8d1,0000
2259,d8d2,0000
2260,d8d3,0000
2261,d8d4,0000
2262,d8d5,0000
2263,d8d6,0000
2264,d8d7,0000
2265,d8d8,0000
2266,d8d9,0000
2267,d8da,0000
2268,d8db,0000
2269,d8dc,0000
2270,d8dd,0000
2271,d8de,0000
2272,d8df,0000
2273,d8e0,0000
2274,d8e1,0000
2275,d8e2,0000
2276,d8e3,0000
2277,d8e4,0000
2278,d8e5,0000
2279,d8e6,0000
2280,d8e7,0000
2281,d8e8,0000
2282,d8e9,0000
2283,d8ea,0000
2284,d8eb,0000
2285,d8ec,0000
2286,d8ed,0000
2287,d8ee,0000
2288,d8ef,0000
2289,d8f0,0000
2290,d8f1,0000
2291,d8f2,0000
2292,d8f3,0000
2293,d8f4,0000
2294,d8f5,0000
2295,d8f6,0000
2296,d8f7,0000
2297,d8f8,0000
2298,d8f9,0000
2299,d8fa,0000
2300,d8fb,0000
2301,d8fc,0000
2302,d8fd,0000
2303,d8fe,0000
2304,d8ff,0000
2305,d900,0000
2306,d901,0000
2307,d902,0000
2308,d903,0000
2309,d904,00b2
2310,d905,0001
2311,d906,0000
2312,d907,0000
2313,d908,0000
2314,d909,0000
2315,d90a,0000
2316,d90b,0010
2317,d90c,001f
2318,d90d,0000
2319,d90e,0000
2320,d90f,0000
2321,d910,0000
2322,d911,0000
2323,d912,0000
2324,d913,0000
2325,d914,0000
2326,d915,0000
2327,d916,0000
2328,d917,0000
2329,d918,0000
2330,d919,0000
2331,d91a,0000
2332,d91b,0000
2333,d91c,0000
2334,d91d,0000
2335,d91e,0000
2336,d91f,0000
2337,d920,0000
2338,d921,0000
2339,d922,0000
2340,d923,0000
2341,d924,0000
2342,d925,0000
2343,d926,0000
2344,d927,0000
2345,d928,0000
2346,d929,0000
2347,d92a,0000
2348,d92b,0000
2349,d92c,0000
2350,d92d,0000
2351,d92e,0000
2352,d92f,0000
2353,d930,0000
2354,d931,0000
2355,d932,0000
2356,d933,0000
2357,d934,0000
2358,d935,0000
2359,d936,0000
2360,d937,0000
2361,d938,0000
2362,d939,0000
2363,d93a,0000
2364,d93b,0000
2365,d93c,0000
2366,d93d,0000
2367,d93e,0000
2368,d93f,0000
2369,d940,0000
2370,d941,0000
2371,d942,0000
2372,d943,0000
2373,d944,0000
2374,d945,0000
2375,d946,0000
2376,d947,0000
2377,d948,0000
2378,d949,0000
2379,d94a,0000
2380,d94b,0000
2381,d94c,0000
2382,d94d,0000
2383,d94e,0000
2384,d94f,0000
2385,d950,0000
2386,d951,0000
2387,d952,0000
2388,d953,0000
2389,d954,0000
2390,d955,0000
2391,d956,0000
2392,d957,0000
2393,d958,0000
2394,d959,0000
2395,d95a,0000
2396,d95b,0000
2397,d95c,0000
2398,d95d,0000
2399,d95e,0000
2400,d95f,0000
2401,d960,0000
2402,d961,0000
2403,d962,0000
2404,d963,0000
2405,d964,0000
2406,d965,0000
2407,d966,0000
2408,d967,0000
2409,d968,0000
2410,d969,0000
2411,d96a,0000
2412,d96b,0000
2413,d96c,0000
2414,d96d,0000
2415,d96e,0000
2416,d96f,0000
2417,d970,0000
2418,d971,0000
2419,d972,0000
2420,d973,0000
2421,d974,0000
2422,d975,0000
2423,d976,0000
2424,d977,0000
2425,d978,0000
2426,d979,0000
2427,d97a,0000
2428,d97b,0000
2429,d97c,0000
2430,d97d,0000
2431,d97e,0000
2432,d97f,0000
2433,d980,0000
2434,d981,0000
2435,d982,0000
2436,d983,0000
2437,d984,0000
2438,d985,0000
2439,d986,0000
2440,d987,0000
2441,d988,0000
2442,d989,0000
2443,d98a,0000
2444,d98b,0000
2445,d98c,0000
2446,d98d,0000
2447,d98e,0000
2448,d98f,0000
2449,d990,0000
2450,d991,0000
2451,d992,0000
2452,d993,0000
2453,d994,0000
2454,d995,0000
2455,d996,0000
2456,d997,0000
2457,d998,0000
2458,d999,0000
2459,d99a,0000
2460,d99b,0000
2461,d99c,0000
2462,d99d,0000
2463,d99e,0000
2464,d99f,0000
2465,d9a0,0000
2466,d9a1,0000
2467,d9a2,0000
2468,d9a3,0000
2469,d9a4,0000
2470,d9a5,0000
2471,d9a6,0000
2472,d9a7,0000
2473,d9a8,0000
2474,d9a9,0000
2475,d9aa,0000
2476,d9ab,0000
2477,d9ac,0000
2478,d9ad,0000
2479,d9ae,0000
2480,d9af,0000
2481,d9b0,0000
2482,d9b1,0000
2483,d9b2,0000
2484,d9b3,0000
2485,d9b4,0000
2486,d9b5,0000
2487,d9b6,0000
2488,d9b7,0000
2489,d9b8,0000
2490,d9b9,0000
2491,d9ba,0000
2492,d9bb,0000
2493,d9bc,0000
2494,d9bd,0000
2495,d9be,0000
2496,d9bf,0000
2497,d9c0,0000
2498,d9c1,0000
2499,d9c2,0000
2500,d9c3,0000
2501,d9c4,0000
2502,d9c5,0000
2503,d9c6,0000
2504,d9c7,0000
2505,d9c8,0000
2506,d9c9,0000
2507,d9ca,0000
2508,d9cb,0000
2509,d9cc,0000
2510,d9cd,0000
2511,d9ce,0000
2512,d9cf,0000
2513,d9d0,0000
2514,d9d1,0000
2515,d9d2,0000
2516,d9d3,0000
2517,d9d4,0000
2518,d9d5,0000
2519,d9d6,0000
2520,d9d7,0000
2521,d9d8,0000
2522,d9d9,0000
2523,d9da,0000
2524,d9db,0000
2525,d9dc,0000
2526,d9dd,0000
2527,d9de,0000
2528,d9df,0000
2529,d9e0,0000
2530,d9e1,0000
2531,d9e2,0000
2532,d9e3,0000
2533,d9e4,0000
2534,d9e5,0000
2535,d9e6,0000
2536,d9e7,0000
2537,d9e8,0000
2538,d9e9,0000
2539,d9ea,0000
2540,d9eb,0000
2541,d9ec,0000
2542,d9ed,0000
2543,d9ee,0000
2544,d9ef,0000
2545,d9f0,0000
2546,d9f1,0000
2547,d9f2,0000
2548,d9f3,0000
2549,d9f4,0000
2550,d9f5,0000
2551,d9f6,0000
2552,d9f7,0000
2553,d9f8,0000
2554,d9f9,0000
2555,d9fa,0000
2556,d9fb,0000
2557,d9fc,0000
2558,d9fd,0000
2559,d9fe,0000
2560,d9ff,0000
2561,da00,0000
2562,da01,0001
2563,da02,0040
2564,da03,0000
2565,da04,0001
2566,da05,0040
2567,da06,0000
2568,da07,0000
2569,da08,0000
2570,da09,0000
2571,da0a,0000
2572,da0b,0000
2573,da0c,0000
2574,da0d,0000
2575,da0e,0000
2576,da0f,0000
2577,da10,0000
2578,da11,0000
2579,da12,0000
2580,da13,0000
2581,da14,0000
2582,da15,0000
2583,da16,0000
2584,da17,0000
2585,da18,0000
2586,da19,0000
2587,da1a,0000
2588,da1b,0000
2589,da1c,0000
2590,da1d,0000
2591,da1e,0000
2592,da1f,0000
2593,da20,0000
2594,da21,0000
2595,da22,0000
2596,da23,0000
2597,da24,0000
2598,da25,0000
2599,da26,0000
2600,da27,0000
2601,da28,0000
2602,da29,0000
2603,da2a,0000
2604,da2b,0000
2605,da2c,0000
2606,da2d,0000
2607,da2e,0000
2608,da2f,0000
2609,da30,0000
2610,da31,0000
2611,da32,0000
2612,da33,0000
2613,da34,0000
2614,da35,0000
2615,da36,0000
2616,da37,0000
2617,da38,0000
2618,da39,0000
2619,da3a,0000
2620,da3b,0000
2621,da3c,0000
2622,da3d,0000
2623,da3e,0000
2624,da3f,0000
2625,da40,0000
2626,da41,0000
2627,da42,0000
2628,da43,0000
2629,da44,0000
2630,da45,0000
2631,da46,0000
2632,da47,0000
2633,da48,0000
2634,da49,0000
2635,da4a,0000
2636,da4b,0000
2637,da4c,0000
2638,da4d,0000
2639,da4e,0000
2640,da4f,0000
2641,da50,0000
2642,da51,0000
2643,da52,0000
2644,da53,0000
2645,da54,0000
2646,da55,0000
2647,da56,0000
2648,da57,0000
2649,da58,0000
2650,da59,0000
2651,da5a,0000
2652,da5b,0000
2653,da5c,0000
2654,da5d,0000
2655,da5e,0000
2656,da5f,0000
2657,da60,0000
2658,da61,0000
2659,da62,0000
2660,da63,0000
2661,da64,0000
2662,da65,0000
2663,da66,0000
2664,da67,0000
2665,da68,0000
2666,da69,0000
2667,da6a,0000
2668,da6b,0000
2669,da6c,0000
2670,da6d,0000
2671,da6e,0000
2672,da6f,0000
2673,da70,0000
2674,da71,0000
2675,da72,0000
2676,da73,0000
2677,da74,0000
2678,da75,0000
2679,da76,0000
2680,da77,0000
2681,da78,0000
2682,da79,0000
2683,da7a,0000
2684,da7b,0000
2685,da7c,0000
2686,da7d,0000
2687,da7e,0000
2688,da7f,0000
2689,da80,0000
2690,da81,0000
2691,da82,0000
2692,da83,0000
2693,da84,0000
2694,da85,0000
2695,da86,0000
2696,da87,0000
2697,da88,0000
2698,da89,0000
2699,da8a,0000
2700,da8b,0000
2701,da8c,0000
2702,da8d,0000
2703,da8e,0000
2704,da8f,0000
2705,da90,0000
2706,da91,0000
2707,da92,0000
2708,da93,0000
2709,da94,0000
2710,da95,0000
2711,da96,0000
2712,da97,0000
2713,da98,0000
2714,da99,0000
2715,da9a,0000
2716,da9b,0000
2717,da9c,0000
2718,da9d,0000
2719,da9e,0000
2720,da9f,0000
2721,daa0,0000
2722,daa1,0000
2723,daa2,0000
2724,daa3,0000
2725,daa4,0000
2726,daa5,0000
2727,daa6,0000
2728,daa7,0000
2729,daa8,0000
2730,daa9,0000
2731,daaa,0000
2732,daab,0000
2733,daac,0000
2734,daad,0000
2735,daae,0000
2736,daaf,0000
2737,dab0,0000
2738,dab1,0000
2739,dab2,0000
2740,dab3,0000
2741,dab4,0000
2742,dab5,0000
2743,dab6,0000
2744,dab7,0000
2745,dab8,0000
2746,dab9,0000
2747,daba,0000
2748,dabb,0000
2749,dabc,0000
2750,dabd,0000
2751,dabe,0000
2752,dabf,0000
2753,dac0,0000
2754,dac1,0000
2755,dac2,0000
2756,dac3,0000
2757,dac4,0000
2758,dac5,0000
2759,dac6,0000
2760,dac7,0000
2761,dac8,0000
2762,dac9,0000
2763,daca,0000
2764,dacb,0000
2765,dacc,0000
2766,dacd,0000
2767,dace,0000
2768,dacf,0000
2769,dad0,0000
2770,dad1,0000
2771,dad2,0000
2772,dad3,0000
2773,dad4,0000
2774,dad5,0000
2775,dad6,0000
2776,dad7,0000
2777,dad8,0000
2778,dad9,0000
2779,dada,0000
2780,dadb,0000
2781,dadc,0000
2782,dadd,0000
2783,dade,0000
2784,dadf,0000
2785,dae0,0000
2786,dae1,0000
2787,dae2,0000
2788,dae3,0000
2789,dae4,0000
2790,dae5,0000
2791,dae6,0000
2792,dae7,0000
2793,dae8,0000
2794,dae9,0000
2795,daea,0000
2796,daeb,0000
2797,daec,0000
2798,daed,0000
2799,daee,0000
2800,daef,0000
2801,daf0,0000
2802,daf1,0000
2803,daf2,0000
2804,daf3,0000
2805,daf4,0000
2806,daf5,0000
2807,daf6,0000
2808,daf7,0000
2809,daf8,0000
2810,daf9,0000
2811,dafa,0000
2812,dafb,0000
2813,dafc,0000
2814,dafd,0000
2815,dafe,0000
2816,daff,0000
2817,db00,0000
2818,db01,0000
2819,db02,0000
2820,db03,0000
2821,db04,00b2
2822,db05,0001
2823,db06,0000
2824,db07,0000
2825,db08,0000
2826,db09,0000
2827,db0a,0000
2828,db0b,0010
2829,db0c,001f
2830,db0d,0000
2831,db0e,0000
2832,db0f,0000
2833,db10,0000
2834,db11,0000
2835,db12,0000
2836,db13,0000
2837,db14,0000
2838,db15,0000
2839,db16,0000
2840,db17,0000
2841,db18,0000
2842,db19,0000
2843,db1a,0000
2844,db1b,0000
2845,db1c,0000
2846,db1d,0000
2847,db1e,0000
2848,db1f,0000
2849,db20,0000
2850,db21,0000
2851,db22,0000
2852,db23,0000
2853,db24,0000
2854,db25,0000
2855,db26,0000
2856,db27,0000
2857,db28,0000
2858,db29,0000
2859,db2a,0000
2860,db2b,0000
2861,db2c,0000
2862,db2d,0000
2863,db2e,0000
2864,db2f,0000
2865,db30,0000
2866,db31,0000
2867,db32,0000
2868,db33,0000
2869,db34,0000
2870,db35,0000
2871,db36,0000
2872,db37,0000
2873,db38,0000
2874,db39,0000
2875,db3a,0000
2876,db3b,0000
2877,db3c,0000
2878,db3d,0000
2879,db3e,0000
2880,db3f,0000
2881,db40,0000
2882,db41,0000
2883,db42,0000
2884,db43,0000
2885,db44,0000
2886,db45,0000
2887,db46,0000
2888,db47,0000
2889,db48,0000
2890,db49,0000
2891,db4a,0000
2892,db4b,0000
2893,db4c,0000
2894,db4d,0000
2895,db4e,0000
2896,db4f,0000
2897,db50,0000
2898,db51,0000
2899,db52,0000
2900,db53,0000
2901,db54,0000
2902,db55,0000
2903,db56,0000
2904,db57,0000
2905,db58,0000
2906,db59,0000
2907,db5a,0000
2908,db5b,0000
2909,db5c,0000
